009_2_2.jpg,85,110,26,86,111,58
009_2_3.jpg,96,105,23,96,105,55
009_2_4.jpg,86,103,23,86,103,55
010_1_2.jpg,98,93,27,98,94,63
010_2_1.jpg,91,98,27,92,99,61
010_2_2.jpg,93,94,27,94,95,61
010_2_3.jpg,95,94,27,96,95,61
010_2_4.jpg,98,103,27,98,104,62
011_1_1.jpg,73,98,27,73,99,65
011_1_2.jpg,80,113,27,80,114,65
011_1_3.jpg,72,94,27,72,95,63
011_2_1.jpg,84,95,27,84,96,67
011_2_2.jpg,66,108,27,67,109,63
011_2_3.jpg,93,104,27,93,105,61
011_2_4.jpg,90,102,27,90,103,61
012_1_1.jpg,75,88,26,76,88,61
012_1_2.jpg,80,105,27,81,105,61
012_1_3.jpg,75,87,27,75,87,60
012_2_1.jpg,86,110,27,87,110,61
012_2_2.jpg,86,99,27,87,99,59
012_2_3.jpg,91,104,27,92,104,60
012_2_4.jpg,68,100,26,69,100,61
014_2_1.jpg,82,105,23,82,105,64
014_2_2.jpg,85,96,23,86,97,65
015_1_1.jpg,83,89,26,83,90,67
015_1_2.jpg,69,97,27,70,98,66
015_1_3.jpg,87,90,26,88,91,63
015_2_1.jpg,72,88,26,73,89,65
015_2_2.jpg,84,98,27,85,99,65
015_2_3.jpg,67,102,25,68,103,65
015_2_4.jpg,64,98,27,65,99,65
016_1_1.jpg,86,105,23,86,105,61
016_1_2.jpg,77,104,22,77,104,64
016_1_3.jpg,85,88,23,85,88,66
016_2_1.jpg,87,99,23,87,99,66
016_2_2.jpg,84,98,23,84,98,66
016_2_3.jpg,87,90,23,87,90,63
017_1_1.jpg,98,103,23,98,104,69
017_1_2.jpg,95,104,23,95,104,69
017_1_3.jpg,87,105,27,88,106,68
017_2_1.jpg,94,103,26,94,104,69
017_2_2.jpg,98,104,27,99,105,69
017_2_3.jpg,101,106,27,102,107,69
018_1_1.jpg,73,96,27,74,97,66
018_1_2.jpg,78,115,27,78,116,61
018_1_3.jpg,73,88,26,74,89,63
018_2_1.jpg,96,85,25,97,86,69
018_2_2.jpg,91,90,27,92,91,67
018_2_4.jpg,66,94,27,67,95,65
019_1_2.jpg,85,97,26,86,98,67
019_1_3.jpg,82,91,27,83,92,67
019_2_1.jpg,82,102,27,83,103,65
019_2_2.jpg,84,98,26,85,99,66
019_2_3.jpg,86,97,27,87,98,66
019_2_4.jpg,83,80,27,84,81,66
020_1_1.jpg,82,115,27,82,116,61
020_1_2.jpg,74,77,27,75,78,60
020_1_3.jpg,95,92,27,96,93,61
020_2_1.jpg,87,88,26,88,89,61
020_2_2.jpg,85,121,26,86,122,60
020_2_3.jpg,91,92,27,92,93,60
020_2_4.jpg,98,109,23,98,110,56
021_1_1.jpg,94,95,26,95,96,68
021_1_2.jpg,89,104,26,90,105,66
021_1_3.jpg,91,98,27,92,100,66
021_2_3.jpg,88,101,23,89,103,66
021_2_4.jpg,85,96,23,85,96,67
022_1_1.jpg,105,81,26,106,82,63
022_1_2.jpg,94,96,27,95,97,64
022_1_3.jpg,85,96,27,86,97,65
022_2_1.jpg,92,98,27,93,98,65
022_2_2.jpg,93,88,27,94,89,65
022_2_3.jpg,92,100,27,93,101,65
022_2_4.jpg,81,102,27,82,103,66
023_1_1.jpg,88,95,23,88,95,63
023_1_3.jpg,86,100,23,86,100,63
023_2_1.jpg,90,112,23,90,113,61
023_2_2.jpg,84,95,23,84,95,57
023_2_3.jpg,98,101,23,98,101,63
023_2_4.jpg,83,87,23,84,87,58
024_1_1.jpg,96,94,26,97,96,68
024_1_2.jpg,89,108,27,90,110,68
024_1_3.jpg,87,96,26,88,97,67
024_2_1.jpg,86,91,25,86,92,70
024_2_2.jpg,90,103,23,90,103,67
024_2_3.jpg,83,101,25,84,102,67
024_2_4.jpg,86,105,25,87,106,65
